text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: Briefly, how does selection sort work?
A: Selection sorts works by going through a certain list. Goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array. There are two arrays, unsorted and sorted. Complete these steps until the list is sorted.",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,unknown
"Q: What are the two main functions defined by a queue?
A: enqueue , which inserts a specified element at the head of the specified queue, and dequeue , which removes the specified element from the queue.",1,Negative,Positive,unknown,Negative,Positive,Negative,unknown,unknown
"Q: What is the main advantage of linked lists over arrays?
A: Does not have a fixed size. Linked list is able to grow as needed. The time to access an array bases list takes a contant amount of time where as an linked-base like depends on 'i'",1,Positive,Positive,unknown,unknown,unknown,Positive,unknown,unknown
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Cycle through the unsorted list, place the minimum in the next slot in the sorted list, and repeat.",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the two different ways of specifying the length of an array?
A: you can assign the size of it inside the brackets when you declare the array [3], or you can have it set by how many items you set the array equal to {1,2,3}",1,Positive,Positive,unknown,Positive,Positive,Positive,Positive,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: All elements are initialized to zero if not explicitly initialized, this does not happen for automatic local arrays",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Using iteration loops.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a stack?
A: An ADT that stores a set of elements in a particular order. The stack principles are LIFO. The last item inserted in the list is the first out.",1,Positive,Positive,unknown,Positive,Positive,Positive,unknown,Positive
"Q: How many comparisons does it take to find an element in a binary search tree?
A: 2 way key comparison",0,Negative,Negative,Positive,Negative,unknown,Negative,Negative,Positive
"Q: How many constructors can be created for a class?
A: one",0,Negative,Negative,Negative,unknown,Positive,Negative,Negative,Positive
"Q: What are the main operations associated with a stack?
A: push - puts an element on the stack pop- takes an element off the stack",1,Positive,Positive,Positive,Positive,Positive,unknown,unknown,Positive
"Q: What is a function signature?
A: The order, number, and type of data items included inside the function parameters.",1,unknown,Negative,Positive,unknown,Positive,unknown,Negative,Positive
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: 1 less than the total number of dimensions",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What are the elements typically included in a class definition?
A: The elements that are included in a class definition is the access-modifier, data types, variables, and function signatures.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,unknown
"Q: What are the two main functions defined by a stack?
A: push and pop, push puts an object into the list, and pop takes the last object off.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: Incorrect or missing base case. Must reduce to the base case. The function must get simpler each time it is run (converge to the base case).",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the main advantage of arrays over linked lists?
A: Array-bases implementations require less memory than a pointer-bases one.",1,unknown,Negative,unknown,unknown,unknown,unknown,Negative,Positive
"Q: What is the height of a tree?
A: Each level of a generation in the tree, some people do not count the root as a generation",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: String contains a word where as char can contain phrases or a string of characters.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: Passing by reference eliminates the copying of large amounts of data, typical with pass by value.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: All strings represented by character arrays end with the null character. You declare an object of type string just like any other type, for example:  string s;",1,unknown,unknown,Positive,unknown,unknown,unknown,Negative,unknown
"Q: What is a queue?
A: object that stores elements in order that follows first in first out.  the first element added is the first one to come off.",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,unknown
"Q: What is the role of a header-file?
A: “Instruct” the compiler on how to interface with library and user-written components.",0,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What is the role of a header-file?
A: header files contain code which can be used in multiple files",0,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: iteratively",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How many constructors can be created for a class?
A: One",0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What is a stack?
A: A data structure that puts elements in a list and only allows the user  access to the last element.",1,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: push",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the role of a header-file?
A: a header file is a file used to store a list of prototye functions and data members.",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: How are overloaded functions differentiated by the compiler?
A: They have the same name, just different parameters.",1,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: Where do C++ programs begin to execute?
A: At the root",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What are the similarities between iteration and recursion?
A: Both are based on a control statement         - Iteration-repetition structure         - Recursion-selection structure        Both involve repetition         -Iteration-explicitly uses repetition structure         -Recursion-repeated function calls        Both involve a termination test         -Iteration-loop-termination test         -Recursion-base case         Both gradually approach termination         -Iteration-modifies counter until loop-termination test fails         -Recursion-produces progressively simpler versions of problem        Both can occur indefinitely         -Iteration-if loop-continuation condition never fails         -Recursion-if recursion step does not simplify the problem",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is the difference between a constructor and a function?
A: A constructor is a function used to initialize an object's data when it is created. It's call is made implicitly when the object is created and must be defined with the same name as the class. Constructor also cannot return a value like a function can.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a function signature?
A: A function signature is a declaration of the function that includes the parameter types and the number of parameters.",1,unknown,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: A doubly-linked list allows you to delete a node without traversing the list to establish a trailing pointer.",1,unknown,Negative,Positive,Positive,Positive,unknown,unknown,Positive
"Q: What is the height of a tree?
A: The height of a tree is in terms of the levels of its nodes such that, if  the tree is empty its height is 0 otherwise its height is equal to the maximum level of its nodes.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,unknown
"Q: How many constructors can be created for a class?
A: as many as you want, as long as they each have a unique argument list",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: How can you implement a stack with an array?
A: You allocate an pre-defined array, the bottom element is stored at element 0, and the last index is the head.",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,unknown
"Q: What is a linked list?
A: A linked list is a chain of structs or records called nodes.  Each node has at least two members, one of which points to the next item or node in the list.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: How many steps does it take to search a node in a binary search tree?
A: ( n(n-1) ) / 2",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is the main advantage of arrays over linked lists?
A: Take up less memory and are contiguously stored",1,Negative,Negative,unknown,unknown,Negative,Negative,Negative,Positive
"Q: What is a function signature?
A: the name of the function and what it accepts/ returns",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What is the inorder traversal of a binary tree?
A: traverse the left subtree. visit the root. traverse the right subtree.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a function pointer?
A: a pointer that contains the address of the function definition",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a pointer?
A: A pointer is a reference to a location in memory",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: Where do C++ programs begin to execute?
A: main",1,Positive,unknown,unknown,unknown,Positive,Positive,Negative,Positive
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: The primary disadvantage of doubly linked lists are that (1) each node requires an extra pointer, requiring more space, and (2) the insertion or deletion of a node takes a bit longer (more pointer operations).",0,Negative,Negative,unknown,unknown,Negative,Negative,Negative,Positive
"Q: What is a binary search tree?
A: A binary tree where the search key in any node n is greater than the search key in any node in n's left subtree, but less than the search key in any node in n's right subtree.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the main advantages associated with object-oriented programming?
A: Reusable components, Extensibility, Maintainability, it reduces large problems into smaller more manageable problems.",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is the role of a header-file?
A: A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",1,unknown,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What are the main operations associated with a stack?
A: push and pop",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is typically included in a class definition?
A: member funtions and data members",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: You do not alter the original value of the variable that was passed.",0,Negative,Negative,unknown,unknown,unknown,Negative,Negative,Positive
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: Public, protected, and private.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a queue?
A: An ADT whose first inserted item is the first item removed. This uses the FIFO idea where items enter a queue at its back and leave at its front.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: How are overloaded functions differentiated by the compiler?
A: paremeters",1,Positive,Negative,Positive,Negative,Positive,Negative,Negative,Positive
"Q: What are the two main functions defined by a stack?
A: Push and Pop.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: they have double pointers, so each node can point forwards or backwards. Making it a little easer to get to where you need.",1,unknown,Negative,unknown,Negative,unknown,Negative,Negative,unknown
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: public private and protected",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the different ways to pass a pointer to a function?
A: Pointers may be passed to functions by value, by reference with reference arguments, or by reference with pointer arguments.",0,unknown,Negative,Positive,Positive,Negative,Negative,Negative,Positive
"Q: What is the difference between a function prototype and a function definition?
A: a function prototype is used to reference the compiler to a function that will be defined later on, a function definition is the actual function itself, complete with return type, parameters, etc...",1,Positive,Negative,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What are the different ways to pass a pointer to a function?
A: you can pass the reference or the dereference in a function",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What are the different ways to pass a pointer to a function?
A: 1. nonconstant pointer to nonconstant data. Its delcaration does no include  const qualifier. 2. nonconstant pointer to constant data. Provides the performance of pass-by-reference and the protection of pass-by-value 3. Constant pointer to nonconstant data.  4. Constant pointer to constant date.",1,unknown,Positive,unknown,unknown,Positive,unknown,unknown,Positive
"Q: How many steps does it take to search a node in a binary search tree?
A: worst case scenario = the number of levels of the tree, ie: the node at the farthest position from the root node.  best case = 1 step if its the root node.",1,Positive,Positive,unknown,Positive,Positive,Positive,Positive,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: A static array exists in memory until the program terminates, whereas an automatic (or normal) array is removed when the function that created it terminates",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is typically included in a class definition?
A: A class definition usually contains the function and its data members",1,unknown,Positive,unknown,unknown,Positive,unknown,Negative,Positive
"Q: How can you implement a queue with a list?
A: theoretically you could do it two ways one of which uses more processing power and memory no larger than the queue is ever at when full and the other which uses almost infinite memory. The more practical method would be two place the items in an array and remove the item in position one of the array after which you can shift the array and add another element if required. The other option which can use infinite memory when used for long term queues such as job scheduling that goes nonstop for extended periods. that is to implement an array and add the items read item one raise your counter value to two ecetera and continue adding more elements to the array. the downside to this method is after you use element one it is still in memory. or im crazy who knows",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Double-linked lists require more space per node, and their elementary operations are more expensive",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is a leaf?
A: A leaf is a child of a parent node that has no children nodes of its own.",1,Positive,Positive,Positive,unknown,Positive,Positive,Negative,unknown
"Q: What are the elements typically included in a class definition?
A: public and private variables and initiations of functions included in the class.",1,Negative,Positive,Negative,Negative,Positive,Negative,Negative,unknown
"Q: How does the compiler handle inline functions?
A: it generates a copy of the functions code in place to avoid a function call",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: Briefly, how does selection sort work?
A: it scans the list and selects the smallest(largest) element and places it in the front, increment the curPtr by one, scan the list again for the next smallest(largest) element and place it in with respect with the other sorted elements.",1,Positive,Positive,Positive,unknown,Positive,Positive,Negative,Positive
"Q: Briefly describe the divide-and-conquer paradigm.
A: Break up very large data structures into smaller sub-units, that are easier to manipulate.",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: How can you implement a stack with a list?
A: A singly linked list can already be easily used for LIFO data storage. Members of a stack can simply be pushed and popped from a list, the first item in will be the last out.",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is the advantage of linked lists over arrays?
A: linked lists do not have a memory constraint other than total memory",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: How can you implement a queue with an array?
A: by keeping track of a front item and a rear item, or with a circular array that uses the modulo function",1,Positive,Positive,unknown,unknown,Positive,unknown,Negative,Positive
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: When passing a multi-dimensional array, all dimensions must be specified except for the first dimension.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: The character array has an end of line character at the end of it.",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: How many constructors can be created for a class?
A: As many as are needed, depending on how many variables one wishes to directly modify or leave as default when instantiating an object.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: When does C++ create a default constructor?
A: when the programmer does not explicitly include a constructor",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How many steps does it take to search a node in a binary search tree?
A: log n",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What are the main operations associated with a stack?
A: push and pop",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a stack?
A: An abstract data type that stores a set of elements in a particular order.",0,unknown,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: A char array reads a string as each individual character. A string literal array reads the entire string.",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,unknown
"Q: What are the two main functions defined by a stack?
A: Push and Pop",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is a leaf?
A: A leaf is a node with no children",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insertion sort removes an element from the data, and inserts it at the correct position in the already sorted list.",1,unknown,unknown,unknown,unknown,Positive,Positive,Negative,Positive
"Q: What is the advantage of linked lists over arrays?
A: they dont have a fixed size, no shiftnig needs to be done for insertion/deletion.",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: Push.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insertion sort is a simple sorting algorithm, a comparison sort in which the sorted array (or list) is built one entry at a time.",1,Positive,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: How are overloaded functions differentiated by the compiler?
A: They differentiated by the compiler by the conditions/inputs used for one of the overloaded functions.",0,unknown,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: at least 2, depending on how many arrays are being used.",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What is a pointer?
A: A pointer is a variable that holds a memory address or location of another variable.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Any problem solved recursively could be solved with an iterative function. Iterative replacements for recursive functions may be more difficult to program, but often lead to more efficient solutions to a problem.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,unknown
"Q: What is a queue?
A: a first in first out list of items, like if you put 5, 4, 3, 2, and 1 in the queue it will when you dequeue items remove the items in the same order as put in, so thus it will put out, 5, 4, 3, 2, and 1 in that exact order.",1,Positive,unknown,unknown,Positive,Positive,Positive,Positive,unknown
"Q: What is the scope of global variables?
A: can be referenced by any function that follows their declarations or definitions in the source file",1,Positive,Negative,Negative,Positive,Positive,unknown,unknown,Positive
"Q: What is the scope of global variables?
A: the whole code",1,unknown,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: Gives access to the caller data directly, also it allows for modifying the data.",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is a queue?
A: It is a ""first in first out"" data structure.  It can be implemented with either a linked list or an array.",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: you can traverse the list from front to back and back to front",1,unknown,Negative,Positive,Positive,Positive,Negative,Negative,Positive
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: Try several sets of data on an algorithm that includes worst case, best case, and random cases.  Also try and run the same program on a different computer with the same specs",1,unknown,unknown,Positive,unknown,unknown,Positive,Positive,Positive
"Q: What is the scope of global variables?
A: They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.",1,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown
"Q: What is the main advantage of arrays over linked lists?
A: Arrays have a set list of values. Meaning you can pick a spot in the array such as a[7] picks the 8th spot in the array. With linked lists you have to keep track with pointers if you want to take specific nodes out, otherwise you must traverse the entire list.",1,Positive,Positive,unknown,Positive,Positive,Positive,Positive,unknown
"Q: What is a binary tree?
A: a tree where each node has at most 2 children.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: An array declared as static is available from beginning of program to end. One w/o static declaration disappears if it is not accessed within the right scope.",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: Overall the program has better performance (means it is faster) because it does not have to copy large amounts of data.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,unknown
"Q: What is the main difference between a while and a do...while statement?
A: A while loop terminates at the beginning of the loop, a do/while terminates at the end of the loop.",1,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What are the similarities between iteration and recursion?
A: anything you can do recursively you can do iteratively",0,unknown,Negative,Positive,Positive,unknown,unknown,Negative,Positive
"Q: What is a function pointer?
A: when it is dereferenced a function pointer calls its function with zero or more arguments.",1,Negative,Negative,Positive,Negative,unknown,unknown,Negative,Positive
"Q: What is the height of a tree?
A: the height of a tree is how many levels of nodes that it has",1,unknown,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What are the similarities between iteration and recursion?
A: they are both based on a control statement, both involve repetition, both involve a termination case, both graduatlly approach that termination case, and both can occur infinitely",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a linked list?
A: A linked list is a chain of nodes that each store a single piece of data and pointer variables that point to other nodes in the list.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: not answered",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Inserting and deleting in a double-linked list is more involved, and has special cases at the beginning and end.",0,Negative,Negative,unknown,unknown,Negative,Negative,Negative,Positive
"Q: What is the main advantage of linked lists over arrays?
A: Linked list is able to grow in size as needed. Does not require the shifting of items during insertions and deletions",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a linked list?
A: linear collection of self-referential nodes connected by pointers.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: You have to keep up with where you are and you have to consider the predecessor and successor connections when inserting/deleting.",0,unknown,Negative,unknown,unknown,unknown,Negative,Negative,Positive
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: trying it with different sets of inputs, and measuring the amount of time that the algorithm actually takes.",1,Positive,unknown,unknown,Positive,Positive,Positive,unknown,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: Gives the called function the ability to access and modify the caller's argument data directly.",0,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What does a function signature include?
A: Name, paramaters, scope, and other general function information",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: How do you delete a node from a binary search tree?
A: the deletion of a node depends upon if it has children and if it is an AVL binary search tree. Assuming it is not an AVL tree, and the node being deleted has no children, you just set its pointer to null. If it has a left child or a right child exclusively, that child replaces the deleted node, if it has two children, the left most child of the right sub tree (or right most child of the left subtree)will replace it",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the scope of global variables?
A: can be accesed by any classes that have and object of that variables class in it",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown
"Q: Where do C++ programs begin to execute?
A: main",1,Positive,unknown,unknown,unknown,Positive,Positive,Negative,Positive
"Q: What is the scope of global variables?
A: it is accessible by all functions within a program",1,unknown,unknown,Negative,unknown,Positive,unknown,Negative,Positive
"Q: Briefly describe in one sentence how does merge sort work?
A: it splits a large array into small arrays and recurs until the array is a size of 1, and then merges all of the arrays back together until the source array is completely sourted.",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: How many comparisons does it take to find an element in a binary search tree?
A: O(log n) in balanced trees",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: an array declared as static can only be declared once",1,Negative,Negative,unknown,Negative,Negative,Negative,Negative,Positive
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: If a function's arguments are large in size, computing time and memory space is not wasted copying down the argument and passing it to the function.  Also pass by reference gives the function called the permission to read edit the argument directly.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: each node requires an extra pointer, taking up more storage.  insertions and deletions require more pointer operations.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: How are objects initialized when they are created?
A: using constructor",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the elements typically included in a class definition?
A: The return value and the accepted value.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What operations would you need to perform to find a given element on a stack?
A: you need the pop opertation to go throught the stack and find the element.",1,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What is a leaf?
A: A leaf is a node with no children.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What are the two main functions defined by a queue?
A: enqueue and dequeue",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: How many steps does it take to search a node in a binary search tree?
A: O( Log (n) )",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insertion sort progresses through a list of elements and determines where the next element should be inserted into an already sorted array starting with sorting and using the first two elements.",1,unknown,unknown,Positive,unknown,Positive,unknown,Negative,unknown
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: its a little more confusing. The special cases at the end and beginning become more difficult to do.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: What is a queue?
A: A queue is a FIFO data structure.",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What does the star (*) operator return?
A: The * operator returns the dereferenced pointer variable (ie: it returns the value of whatever variable the pointer is pointing to)",1,unknown,unknown,unknown,unknown,Positive,unknown,unknown,Positive
"Q: What is the Euler tour traversal of a tree?
A: it runs through the parents and the children in order",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: Where are variables declared in a C++ program?
A: local variables are declared inside the method while global variables are declared in the body.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is the difference between a constructor and a function?
A: A constructor is a method that starts new instances of a class. (Example: Employee employee1(parameters) starts a new instance of object of type Employee). A function is simply a module w/in a program that completes its single desired task.",0,unknown,Negative,Positive,unknown,Positive,Negative,unknown,Positive
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: A doubly linked list can be traversed either direction, while a normal linked list can only be traversed from start to finish",1,unknown,Negative,Positive,Positive,unknown,Negative,Negative,Positive
"Q: Where are variables declared in a C++ program?
A: It depends if it’s a global then they have to be declared out side the source code to be used in every scope however a local variable is one declared in a local function etc. which obviously doesn’t need to be declared outside the variable seeing how it is used for the function or block its being called for.",1,Negative,unknown,Negative,Negative,Positive,Negative,Negative,Negative
"Q: What is the main advantage of arrays over linked lists?
A: Arrays are good for random access and good for sequential access which are both in constant time. Where linked lists are linear for random access. Arrays are faster in this case.",1,Positive,Positive,Positive,unknown,Positive,Positive,unknown,unknown
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: increased actions to add and remove elements to the linked list.",0,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: They use more memory and you have to make 2 pointers and update 2 pointers each time you change the list.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What does a function signature include?
A: Name of the function and the types of it's arguments",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: How are objects initialized when they are created?
A: they are initialized to 0",0,Negative,Negative,Negative,Negative,unknown,Negative,Negative,Positive
"Q: What is the height of a tree?
A: the number of levels of a tree, like a tree can have at minimum a depth of 3 and at most a height of 8 for 8 nodes.",1,unknown,unknown,unknown,Negative,Positive,Negative,Negative,unknown
"Q: What is a function pointer?
A: Function pointer is a pointer to a function. function pointer contains address of functions",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,unknown
"Q: How do you delete a node from a binary search tree?
A: You traverse the tree till you find the node you are wanting to delete.  If the node has no children you delete it.  If the node has children, before you delete, you find the left-most of its children and attach it to the root then you can delete the node.",1,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
"Q: What is the difference between a circular linked list and a basic linked list?
A: In a circular linked list, every node has a successor which means that the last node's successor is the head or first node.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,unknown
"Q: Where do C++ programs begin to execute?
A: At main",1,Positive,unknown,unknown,unknown,Positive,Positive,Negative,Positive
"Q: What is the height of a tree?
A: is the number of generations in the tree",1,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: How many constructors can be created for a class?
A: A very large amount of constructors can be created for any given class through overloading.  When two constructors with a different type or number of parameters are created, they are said to be overloaded, and C++ can recognize which constructor to use based on the type of the variables that are passed/returned.",1,Positive,Positive,Positive,unknown,Positive,Positive,Positive,unknown
"Q: What is the base case for a recursive implementation of merge sort?
A: array of length 1",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What is the difference between a constructor and a function?
A: constructors cannot return values, so they cannot specify a return type like functions can.",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
